date,type,category,index
01/10/2011,output,barley_malting,143.7307912
01/10/2011,output,oats,180.8764181
01/10/2011,output,oats_milling,164.5212435
01/10/2011,output,oats_feeding,204.9143963
01/10/2011,output,potatoes,71.28037215
01/10/2011,output,industrial_crops,126.6930216
01/10/2011,output,oilseed_rape_non_set_aside,144.8509527
01/10/2011,output,sugar_beet,89.87305251
01/10/2011,output,forage_plants,107.5788312
01/10/2011,output,straw,122.1324717
01/10/2011,output,fresh_vegetables,72.11935407
01/10/2011,output,cauliflowers,69.72882247
01/10/2011,output,tomatoes,96.45161157
01/10/2011,output,cabbages,86.31324149
01/10/2011,output,lettuce,89.50660371
01/10/2011,output,carrots,73.32878335
01/10/2011,output,onions,74.42469152
01/10/2011,output,beans_green,76.30302282
01/10/2011,output,mushrooms,67.50194709
01/10/2011,output,fresh_fruit,96.21248386
01/10/2011,output,dessert_apples,97.94271403
01/10/2011,output,cooking_apples,96.26020072
01/10/2011,output,dessert_pears,98.65475944
01/10/2011,output,strawberries,96.87600867
01/10/2011,output,raspberries,99.0985527
01/10/2011,output,flowers_and_plants,97.93880113
01/10/2011,output,other_crop_products,94.95679875
01/10/2011,output,animals_and_animal_products,104.5615055
01/10/2011,output,animals_for_slaughter_export,100.0315395
01/10/2011,output,cattle_and_calves,97.36830143
01/10/2011,output,cattle_clean,95.53300889
01/10/2011,output,cows_and_bulls,110.3936705
01/10/2011,output,calves,83.66115717
01/10/2011,output,pigs,111.4859907
01/10/2011,output,pigs_clean,110.5841289
01/10/2011,output,sows_and_boars,178.9272188
01/10/2011,output,sheep_and_lambs,100.2942521
01/10/2011,output,sheep_and_lambs_clean,101.9332192
01/10/2011,output,ewes_and_rams,90.48893312
01/10/2011,output,all_poultry,97.0935642
01/10/2011,output,chickens,98.66794546
01/10/2011,output,turkeys,90.10023461
01/10/2011,output,animal_products,113.4270084
01/10/2011,output,milk,118.8088992
01/10/2011,output,eggs,85.79796859
01/10/2011,output,intensive_eggs,87.12171551
01/10/2011,output,free_range_eggs,85.05531953
01/10/2011,output,wool_clip,145.8823529
01/10/2011,input,all_agricultural_inputs,102.8746901
01/10/2011,input,all_goods_and_services_currently_consumed_in_agriculture,104.5502988
01/10/2011,input,seeds_input,111.4523507
01/10/2011,input,energy_and_lubricants,104.0022254
01/10/2011,input,electricity,89.44304985
01/10/2011,input,fuels_for_heating,92.6
01/10/2011,input,motor_fuels,134.2712155
01/10/2011,input,fertilisers_and_soil_improvers,136.9276031
01/10/2011,input,straight_fertilisers,141.2856679
01/10/2011,input,straight_fertilisers_nitrogenous,139.1531548
01/10/2011,input,straight_fertilisers_phosphatic,149.6659243
01/10/2011,input,straight_fertilisers_potassic,134.8712232
01/10/2011,input,compound_fertilisers,130.1062904
01/10/2011,input,other_fertilisers_and_soil_improvers,87.75483369
01/10/2011,input,plant_protection_products,89.60068429
01/10/2011,input,fungicides,106.6398969
01/10/2011,input,insecticides,131.2901234
01/10/2011,input,herbicides,97.00665861
01/10/2011,input,other_plant_protection_products,63.1386774
01/10/2011,input,veterinary_services,94.04069314
01/10/2011,input,animal_feedingstuffs,107.5903609
01/10/2011,input,straight_feedingstuffs,112.2581903
01/10/2011,input,cereal_and_milling_by_products,141.2591525
01/10/2011,input,feed_wheat,141.3017651
01/10/2011,input,feed_barley,140.9038522
01/10/2011,input,feed_oats,211.9863131
01/10/2011,input,oilcakes,93.16335294
01/10/2011,input,soya_bean_meal,117.1144895
01/10/2011,input,sunflower_seed_meal,85.29832566
01/10/2011,input,rape_seed_meal,86.49675132
01/10/2011,input,products_of_animal_origin_incl_white_fish_meal,88.2300885
01/10/2011,input,other_straights,103.4562332
01/10/2011,input,field_peas,102.5624832
01/10/2011,input,field_beans,98.34741644
01/10/2011,input,soya_beans,92.70699149
01/10/2011,input,compound_feedingstuffs,105.547777
01/10/2011,input,compound_feedingstuffs_for_cattle_and_calves,104.9518026
01/10/2011,input,compound_feedingstuffs_for_pigs,106.6310282
01/10/2011,input,compound_feedingstuffs_for_poultry,108.4696496
01/10/2011,input,compound_feedingstuffs_for_sheep,100.5312609
01/10/2011,input,maintenance_of_materials,95.74927486
01/10/2011,input,maintenance_of_buildings,99.84704803
01/10/2011,input,other_goods_and_services,95.93994541
01/10/2011,input,goods_and_services_contributing_to_investment,94.45356049
01/10/2011,input,materials,93.00104853
01/10/2011,input,machinery_and_other_equipment,85.04854498
01/10/2011,input,plant_and_machinery_for_cultivation,83.25505529
01/10/2011,input,farm_machinery_and_installations,92.27736533
01/10/2011,input,transport_equipment,100.0760091
01/10/2011,input,tractors,99.66839856
01/10/2011,input,other_vehicles,102.708444
01/10/2011,input,buildings,99.55842919
01/09/2011,output,all_agricultural_outputs,105.7980651
01/09/2011,output,crop_products,109.413776
01/09/2011,output,cereals,147.4694352
01/09/2011,output,wheat,144.1814133
01/09/2011,output,wheat_feeding,147.0226768
01/09/2011,output,wheat_breadmaking,130.7308242
01/09/2011,output,wheat_other_milling,143.5522365
01/09/2011,output,barley,152.0208454
01/09/2011,output,barley_feeding,151.9153277
01/09/2011,output,barley_malting,155.7686386
01/09/2011,output,oats,171.1067584
01/09/2011,output,oats_milling,163.4072927
01/09/2011,output,oats_feeding,186.4911016
01/09/2011,output,potatoes,78.83604018
01/09/2011,output,industrial_crops,126.8069782
01/09/2011,output,oilseed_rape_non_set_aside,147.767094
01/09/2011,output,sugar_beet,85.28563185
01/09/2011,output,forage_plants,110.7844329
01/09/2011,output,straw,126.0096931
01/09/2011,output,fresh_vegetables,77.06908212
01/09/2011,output,cauliflowers,88.89378712
01/09/2011,output,tomatoes,90.72091833
01/09/2011,output,cabbages,91.27507852
01/09/2011,output,lettuce,96.13738207
01/09/2011,output,carrots,78.75828177
01/09/2011,output,onions,82.92936006
01/09/2011,output,beans_green,71.57802128
01/09/2011,output,mushrooms,66.08061005
01/09/2011,output,fresh_fruit,92.53556967
01/09/2011,output,dessert_apples,101.0580632
01/09/2011,output,cooking_apples,95.69243728
01/09/2011,output,dessert_pears,105.7511136
01/09/2011,output,strawberries,87.08620446
01/09/2011,output,raspberries,100.146125
01/09/2011,output,flowers_and_plants,98.16160841
01/09/2011,output,other_crop_products,94.95679875
01/09/2011,output,animals_and_animal_products,103.2662676
01/09/2011,output,animals_for_slaughter_export,99.51360338
01/09/2011,output,cattle_and_calves,97.8410786
01/09/2011,output,cattle_clean,95.71847901
01/09/2011,output,cows_and_bulls,113.0064805
01/09/2011,output,calves,79.40305229
01/09/2011,output,pigs,111.3606181
01/09/2011,output,pigs_clean,110.4473426
01/09/2011,output,sows_and_boars,179.6475823
01/09/2011,output,sheep_and_lambs,99.07718754
01/09/2011,output,sheep_and_lambs_clean,100.7493335
01/09/2011,output,ewes_and_rams,89.02509762
01/09/2011,output,all_poultry,95.19996877
01/09/2011,output,chickens,97.39935759
01/09/2011,output,turkeys,88.41102688
01/09/2011,output,animal_products,110.0049859
01/09/2011,output,milk,114.8990522
01/09/2011,output,eggs,84.14944875
01/09/2011,output,intensive_eggs,84.1605123
01/09/2011,output,free_range_eggs,84.24526887
01/09/2011,output,wool_clip,145.8823529
01/09/2011,input,all_agricultural_inputs,105.7945798
01/09/2011,input,all_goods_and_services_currently_consumed_in_agriculture,107.9482758
01/09/2011,input,seeds_input,105.3907228
01/09/2011,input,energy_and_lubricants,103.5643898
01/09/2011,input,electricity,88.11894844
01/09/2011,input,fuels_for_heating,91.3
01/09/2011,input,motor_fuels,134.2264031
01/09/2011,input,fertilisers_and_soil_improvers,139.7817252
01/09/2011,input,straight_fertilisers,141.9383988
01/09/2011,input,straight_fertilisers_nitrogenous,137.7556339
01/09/2011,input,straight_fertilisers_phosphatic,149.6659243
01/09/2011,input,straight_fertilisers_potassic,130.9865978
01/09/2011,input,compound_fertilisers,125.9875124
01/09/2011,input,other_fertilisers_and_soil_improvers,87.34780756
01/09/2011,input,plant_protection_products,88.94055259
01/09/2011,input,fungicides,106.3857752
01/09/2011,input,insecticides,131.1969736
01/09/2011,input,herbicides,96.79419585
01/09/2011,input,other_plant_protection_products,63.81112957
01/09/2011,input,veterinary_services,93.97120346
01/09/2011,input,animal_feedingstuffs,111.5691494
01/09/2011,input,straight_feedingstuffs,117.7234225
01/09/2011,input,cereal_and_milling_by_products,146.1775388
01/09/2011,input,feed_wheat,147.2286266
01/09/2011,input,feed_barley,148.1879955
01/09/2011,input,feed_oats,190.6552609
01/09/2011,input,oilcakes,97.39640731
01/09/2011,input,soya_bean_meal,115.7985963
01/09/2011,input,sunflower_seed_meal,91.67035678
01/09/2011,input,rape_seed_meal,86.21772954
01/09/2011,input,products_of_animal_origin_incl_white_fish_meal,88.2300885
01/09/2011,input,other_straights,110.0398365
01/09/2011,input,field_peas,109.1873628
01/09/2011,input,field_beans,106.6148209
01/09/2011,input,soya_beans,92.70699149
01/09/2011,input,compound_feedingstuffs,108.5999027
01/09/2011,input,compound_feedingstuffs_for_cattle_and_calves,105.0037534
01/09/2011,input,compound_feedingstuffs_for_pigs,109.2157813
01/09/2011,input,compound_feedingstuffs_for_poultry,115.4948057
01/09/2011,input,compound_feedingstuffs_for_sheep,101.388286
01/09/2011,input,maintenance_of_materials,95.6280153
01/09/2011,input,maintenance_of_buildings,99.93881921
01/09/2011,input,other_goods_and_services,96.2289176
01/09/2011,input,goods_and_services_contributing_to_investment,94.41046477
01/09/2011,input,materials,93.01060115
01/09/2011,input,machinery_and_other_equipment,85.04854498
01/09/2011,input,plant_and_machinery_for_cultivation,83.25505529
01/09/2011,input,farm_machinery_and_installations,92.27736533
01/09/2011,input,transport_equipment,100.0941248
01/09/2011,input,tractors,99.66839856
01/09/2011,input,other_vehicles,102.8146575
01/09/2011,input,buildings,99.61476671
01/08/2011,output,all_agricultural_outputs,107.9162225
01/08/2011,output,crop_products,112.7277487
01/08/2011,output,cereals,142.5820869
01/08/2011,output,wheat,138.8447753
01/08/2011,output,wheat_feeding,141.6542114
01/08/2011,output,wheat_breadmaking,126.215041
01/08/2011,output,wheat_other_milling,138.0293576
01/08/2011,output,barley,147.4671368
01/08/2011,output,barley_feeding,148.8810441
01/08/2011,output,barley_malting,150.3975125
01/08/2011,output,oats,162.3220361
01/08/2011,output,oats_milling,159.6755577
01/08/2011,output,oats_feeding,174.2094336
01/08/2011,output,potatoes,91.16585669
01/08/2011,output,industrial_crops,139.0070293
01/08/2011,output,oilseed_rape_non_set_aside,149.8705402
01/08/2011,output,sugar_beet,85.28563185
01/08/2011,output,forage_plants,111.4846188
01/08/2011,output,straw,126.0096931
01/08/2011,output,fresh_vegetables,76.30863958
01/08/2011,output,cauliflowers,85.48219346
01/08/2011,output,tomatoes,83.57912074
01/08/2011,output,cabbages,97.0813871
01/08/2011,output,lettuce,76.88443369
01/08/2011,output,carrots,85.06916867
01/08/2011,output,onions,97.34270297
01/08/2011,output,beans_green,82.27429921
01/08/2011,output,mushrooms,59.60936886
01/08/2011,output,fresh_fruit,88.98212377
01/08/2011,output,dessert_apples,98.75450151
01/08/2011,output,cooking_apples,107.2371445
01/08/2011,output,dessert_pears,136.4492606
01/08/2011,output,strawberries,74.63015577
01/08/2011,output,raspberries,103.5680274
01/08/2011,output,flowers_and_plants,98.10249008
01/08/2011,output,other_crop_products,94.95679875
01/08/2011,output,animals_and_animal_products,104.2251372
01/08/2011,output,animals_for_slaughter_export,102.143652
01/08/2011,output,cattle_and_calves,97.26314401
01/08/2011,output,cattle_clean,94.56326512
01/08/2011,output,cows_and_bulls,116.2945111
01/08/2011,output,calves,83.71259108
01/08/2011,output,pigs,113.7410886
01/08/2011,output,pigs_clean,112.939893
01/08/2011,output,sows_and_boars,174.6050376
01/08/2011,output,sheep_and_lambs,103.5779997
01/08/2011,output,sheep_and_lambs_clean,104.5457044
01/08/2011,output,ewes_and_rams,98.37572029
01/08/2011,output,all_poultry,102.1672318
01/08/2011,output,chickens,106.2442341
01/08/2011,output,turkeys,87.41764455
01/08/2011,output,animal_products,108.2792636
01/08/2011,output,milk,112.6708598
01/08/2011,output,eggs,84.14944875
01/08/2011,output,intensive_eggs,84.1605123
01/08/2011,output,free_range_eggs,84.24526887
01/08/2011,output,wool_clip,145.8823529
01/08/2011,input,all_agricultural_inputs,105.692248
01/08/2011,input,all_goods_and_services_currently_consumed_in_agriculture,107.9196472
01/08/2011,input,seeds_input,105.3907228
01/08/2011,input,energy_and_lubricants,103.1810145
01/08/2011,input,electricity,81.99497945
01/08/2011,input,fuels_for_heating,83.1
01/08/2011,input,motor_fuels,135.4219448
01/08/2011,input,fertilisers_and_soil_improvers,137.956628
01/08/2011,input,straight_fertilisers,141.8179214
01/08/2011,input,straight_fertilisers_nitrogenous,137.7556339
01/08/2011,input,straight_fertilisers_phosphatic,139.4766147
01/08/2011,input,straight_fertilisers_potassic,131.3741321
01/08/2011,input,compound_fertilisers,117.9464982
01/08/2011,input,other_fertilisers_and_soil_improvers,87.91764414
01/08/2011,input,plant_protection_products,90.60555144
01/08/2011,input,fungicides,106.4811476
01/08/2011,input,insecticides,130.6655509
01/08/2011,input,herbicides,97.41787752
01/08/2011,input,other_plant_protection_products,64.49310035
01/08/2011,input,veterinary_services,93.96127636
01/08/2011,input,animal_feedingstuffs,110.2705521
01/08/2011,input,straight_feedingstuffs,114.2320665
01/08/2011,input,cereal_and_milling_by_products,142.145567
01/08/2011,input,feed_wheat,141.6430087
01/08/2011,input,feed_barley,145.1143953
01/08/2011,input,feed_oats,176.4790419
01/08/2011,input,oilcakes,96.79090663
01/08/2011,input,soya_bean_meal,115.7985963
01/08/2011,input,sunflower_seed_meal,90.51180567
01/08/2011,input,rape_seed_meal,90.12403444
01/08/2011,input,products_of_animal_origin_incl_white_fish_meal,88.2300885
01/08/2011,input,other_straights,113.4353535
01/08/2011,input,field_peas,111.3661841
01/08/2011,input,field_beans,111.6996934
01/08/2011,input,soya_beans,92.70699149
01/08/2011,input,compound_feedingstuffs,108.8364272
01/08/2011,input,compound_feedingstuffs_for_cattle_and_calves,104.8230531
01/08/2011,input,compound_feedingstuffs_for_pigs,109.2702012
01/08/2011,input,compound_feedingstuffs_for_poultry,116.3013897
01/08/2011,input,compound_feedingstuffs_for_sheep,100.7127786
01/08/2011,input,maintenance_of_materials,95.58242489
01/08/2011,input,maintenance_of_buildings,100.0305904
01/08/2011,input,other_goods_and_services,96.09669245
01/08/2011,input,goods_and_services_contributing_to_investment,94.38410911
01/08/2011,input,materials,93.01210667
01/08/2011,input,machinery_and_other_equipment,85.04854498
01/08/2011,input,plant_and_machinery_for_cultivation,83.25505529
01/08/2011,input,farm_machinery_and_installations,92.27736533
01/08/2011,input,transport_equipment,100.0969799
01/08/2011,input,tractors,99.75124843
01/08/2011,input,other_vehicles,102.496017
01/08/2011,input,buildings,99.67922632
01/07/2011,output,all_agricultural_outputs,108.0138821
01/07/2011,output,crop_products,113.1219038
01/07/2011,output,cereals,147.9635622
01/07/2011,output,wheat,148.770525
01/07/2011,output,wheat_feeding,149.720769
01/07/2011,output,wheat_breadmaking,140.8968254
01/07/2011,output,wheat_other_milling,150.694478
01/07/2011,output,barley,143.6846262
01/07/2011,output,barley_feeding,147.5886116
01/07/2011,output,barley_malting,138.9455982
01/07/2011,output,oats,171.4559981
01/07/2011,output,oats_milling,167.2782716
01/07/2011,output,oats_feeding,190.948799
01/07/2011,output,potatoes,61.66231535
01/07/2011,output,industrial_crops,141.3981793
01/07/2011,output,oilseed_rape_non_set_aside,152.6910703
01/07/2011,output,sugar_beet,85.28563185
01/07/2011,output,forage_plants,118.4021833
01/07/2011,output,straw,141.5185784
01/07/2011,output,fresh_vegetables,78.27013269
01/07/2011,output,cauliflowers,86.93079698
01/07/2011,output,tomatoes,89.13456888
01/07/2011,output,cabbages,108.5221731
01/07/2011,output,lettuce,76.61901951
01/07/2011,output,carrots,101.8713568
01/07/2011,output,onions,101.8862059
01/07/2011,output,beans_green,97.41369969
01/07/2011,output,mushrooms,45.03817231
01/07/2011,output,fresh_fruit,107.460463
01/07/2011,output,dessert_apples,118.537136
01/07/2011,output,cooking_apples,109.7537879
01/07/2011,output,dessert_pears,94.79086389
01/07/2011,output,strawberries,119.7509888
01/07/2011,output,raspberries,99.27379381
01/07/2011,output,flowers_and_plants,99.54789378
01/07/2011,output,other_crop_products,94.95679875
01/07/2011,output,animals_and_animal_products,104.3933055
01/07/2011,output,animals_for_slaughter_export,102.93295
01/07/2011,output,cattle_and_calves,94.32033762
01/07/2011,output,cattle_clean,91.22480297
01/07/2011,output,cows_and_bulls,115.8639357
01/07/2011,output,calves,82.76597863
01/07/2011,output,pigs,116.6122326
01/07/2011,output,pigs_clean,115.8580009
01/07/2011,output,sows_and_boars,174.1617369
01/07/2011,output,sheep_and_lambs,110.6565694
01/07/2011,output,sheep_and_lambs_clean,110.594765
01/07/2011,output,ewes_and_rams,111.9684785
01/07/2011,output,all_poultry,103.1778989
01/07/2011,output,chickens,107.4775834
01/07/2011,output,turkeys,87.46800034
01/07/2011,output,animal_products,107.1496421
01/07/2011,output,milk,111.1115225
01/07/2011,output,eggs,84.14944875
01/07/2011,output,intensive_eggs,84.1605123
01/07/2011,output,free_range_eggs,84.24526887
01/07/2011,output,wool_clip,145.8823529
01/07/2011,input,all_agricultural_inputs,105.3737576
01/07/2011,input,all_goods_and_services_currently_consumed_in_agriculture,107.5663262
01/07/2011,input,seeds_input,105.3907228
01/07/2011,input,energy_and_lubricants,103.0109526
01/07/2011,input,electricity,81.20051861
01/07/2011,input,fuels_for_heating,82.1
01/07/2011,input,motor_fuels,133.9403783
01/07/2011,input,fertilisers_and_soil_improvers,133.4874205
01/07/2011,input,straight_fertilisers,135.6501593
01/07/2011,input,straight_fertilisers_nitrogenous,131.3669668
01/07/2011,input,straight_fertilisers_phosphatic,139.4766147
01/07/2011,input,straight_fertilisers_potassic,130.9865978
01/07/2011,input,compound_fertilisers,118.054033
01/07/2011,input,other_fertilisers_and_soil_improvers,88.32467027
01/07/2011,input,plant_protection_products,95.3708628
01/07/2011,input,fungicides,108.307175
01/07/2011,input,insecticides,136.3405298
01/07/2011,input,herbicides,99.61065211
01/07/2011,input,other_plant_protection_products,66.33053118
01/07/2011,input,veterinary_services,93.61582333
01/07/2011,input,animal_feedingstuffs,110.379416
01/07/2011,input,straight_feedingstuffs,114.1779782
01/07/2011,input,cereal_and_milling_by_products,146.2417565
01/07/2011,input,feed_wheat,149.6891721
01/07/2011,input,feed_barley,143.8329257
01/07/2011,input,feed_oats,195.572284
01/07/2011,input,oilcakes,99.11181232
01/07/2011,input,soya_bean_meal,115.7985963
01/07/2011,input,sunflower_seed_meal,90.51180567
01/07/2011,input,rape_seed_meal,90.96109977
01/07/2011,input,products_of_animal_origin_incl_white_fish_meal,88.2300885
01/07/2011,input,other_straights,111.1780403
01/07/2011,input,field_peas,110.5199173
01/07/2011,input,field_beans,106.1362447
01/07/2011,input,soya_beans,92.70699149
01/07/2011,input,compound_feedingstuffs,109.013783
01/07/2011,input,compound_feedingstuffs_for_cattle_and_calves,104.6416992
01/07/2011,input,compound_feedingstuffs_for_pigs,109.1152204
01/07/2011,input,compound_feedingstuffs_for_poultry,116.8233049
01/07/2011,input,compound_feedingstuffs_for_sheep,100.9209333
01/07/2011,input,maintenance_of_materials,95.20266229
01/07/2011,input,maintenance_of_buildings,99.75527684
01/07/2011,input,other_goods_and_services,97.59099709
01/07/2011,input,goods_and_services_contributing_to_investment,94.88948475
01/07/2011,input,materials,93.80876684
01/07/2011,input,machinery_and_other_equipment,86.89351933
01/07/2011,input,plant_and_machinery_for_cultivation,86.40709854
01/07/2011,input,farm_machinery_and_installations,88.80943859
01/07/2011,input,transport_equipment,99.95275464
01/07/2011,input,tractors,99.08844944
01/07/2011,input,other_vehicles,104.5140733
01/07/2011,input,buildings,99.46960328
01/06/2011,output,all_agricultural_outputs,108.6269435
01/06/2011,output,crop_products,116.1244498
01/06/2011,output,cereals,157.3588117
01/06/2011,output,wheat,160.4596697
01/06/2011,output,wheat_feeding,160.2018892
01/06/2011,output,wheat_breadmaking,154.8613542
01/06/2011,output,wheat_other_milling,168.311439
01/06/2011,output,barley,144.8404284
01/06/2011,output,barley_feeding,158.5070798
01/06/2011,output,barley_malting,124.3872717
01/06/2011,output,oats,174.6044002
01/06/2011,output,oats_milling,167.2782716
01/06/2011,output,oats_feeding,191.3103992
01/06/2011,output,potatoes,113.0235043
01/06/2011,output,industrial_crops,137.2832101
01/06/2011,output,oilseed_rape_non_set_aside,154.5833751
01/06/2011,output,sugar_beet,85.28563185
01/06/2011,output,forage_plants,119.1437856
01/06/2011,output,straw,133.7641357
01/06/2011,output,fresh_vegetables,79.40425746
01/06/2011,output,cauliflowers,108.2984694
01/06/2011,output,tomatoes,86.84606968
01/06/2011,output,cabbages,135.2164086
01/06/2011,output,lettuce,80.46285739
01/06/2011,output,carrots,124.3901465
01/06/2011,output,onions,121.9591601
01/06/2011,output,beans_green,125.3284127
01/06/2011,output,mushrooms,48.1590175
01/06/2011,output,fresh_fruit,94.98596945
01/06/2011,output,dessert_apples,118.537136
01/06/2011,output,cooking_apples,104.2739931
01/06/2011,output,dessert_pears,82.78804773
01/06/2011,output,strawberries,103.5215442
01/06/2011,output,raspberries,86.71793843
01/06/2011,output,flowers_and_plants,97.72085246
01/06/2011,output,other_crop_products,94.95679875
01/06/2011,output,animals_and_animal_products,103.1311861
01/06/2011,output,animals_for_slaughter_export,102.6926381
01/06/2011,output,cattle_and_calves,89.73208294
01/06/2011,output,cattle_clean,86.4979645
01/06/2011,output,cows_and_bulls,113.2021966
01/06/2011,output,calves,84.02538025
01/06/2011,output,pigs,116.4539007
01/06/2011,output,pigs_clean,115.6908176
01/06/2011,output,sows_and_boars,174.549625
01/06/2011,output,sheep_and_lambs,117.7806419
01/06/2011,output,sheep_and_lambs_clean,118.3092022
01/06/2011,output,ewes_and_rams,113.8206785
01/06/2011,output,all_poultry,105.8979659
01/06/2011,output,chickens,110.5080989
01/06/2011,output,turkeys,89.50512077
01/06/2011,output,animal_products,104.9673009
01/06/2011,output,milk,108.7184816
01/06/2011,output,eggs,82.67983574
01/06/2011,output,intensive_eggs,81.97857309
01/06/2011,output,free_range_eggs,83.23270554
01/06/2011,output,wool_clip,145.8823529
01/06/2011,input,all_agricultural_inputs,104.0956573
01/06/2011,input,all_goods_and_services_currently_consumed_in_agriculture,106.0221784
01/06/2011,input,seeds_input,113.2156963
01/06/2011,input,energy_and_lubricants,104.0795141
01/06/2011,input,electricity,81.20051861
01/06/2011,input,fuels_for_heating,82.2
01/06/2011,input,motor_fuels,135.0920584
01/06/2011,input,fertilisers_and_soil_improvers,117.5535766
01/06/2011,input,straight_fertilisers,127.8796736
01/06/2011,input,straight_fertilisers_nitrogenous,127.3740499
01/06/2011,input,straight_fertilisers_phosphatic,139.4766147
01/06/2011,input,straight_fertilisers_potassic,130.9865978
01/06/2011,input,compound_fertilisers,112.7992422
01/06/2011,input,other_fertilisers_and_soil_improvers,87.10359188
01/06/2011,input,plant_protection_products,101.4615841
01/06/2011,input,fungicides,110.3283965
01/06/2011,input,insecticides,134.9587559
01/06/2011,input,herbicides,100.985027
01/06/2011,input,other_plant_protection_products,65.96815831
01/06/2011,input,veterinary_services,92.30514712
01/06/2011,input,animal_feedingstuffs,114.5056878
01/06/2011,input,straight_feedingstuffs,124.6575277
01/06/2011,input,cereal_and_milling_by_products,156.4898548
01/06/2011,input,feed_wheat,160.2318014
01/06/2011,input,feed_barley,153.7281839
01/06/2011,input,feed_oats,195.2437981
01/06/2011,input,oilcakes,99.16012771
01/06/2011,input,soya_bean_meal,119.4173025
01/06/2011,input,sunflower_seed_meal,89.06361678
01/06/2011,input,rape_seed_meal,94.58838289
01/06/2011,input,products_of_animal_origin_incl_white_fish_meal,88.2300885
01/06/2011,input,other_straights,122.0085728
01/06/2011,input,field_peas,121.5466473
01/06/2011,input,field_beans,128.9762955
01/06/2011,input,soya_beans,92.70699149
01/06/2011,input,compound_feedingstuffs,109.2345047
01/06/2011,input,compound_feedingstuffs_for_cattle_and_calves,103.1720181
01/06/2011,input,compound_feedingstuffs_for_pigs,110.2246936
01/06/2011,input,compound_feedingstuffs_for_poultry,117.9655201
01/06/2011,input,compound_feedingstuffs_for_sheep,101.9959178
01/06/2011,input,maintenance_of_materials,94.95191507
01/06/2011,input,maintenance_of_buildings,99.66350566
01/06/2011,input,other_goods_and_services,96.80388521
01/06/2011,input,goods_and_services_contributing_to_investment,95.01202982
01/06/2011,input,materials,94.01754301
01/06/2011,input,machinery_and_other_equipment,86.89908259
01/06/2011,input,plant_and_machinery_for_cultivation,86.40709854
01/06/2011,input,farm_machinery_and_installations,88.83760567
01/06/2011,input,transport_equipment,100.3436894
01/06/2011,input,tractors,98.83989982
01/06/2011,input,other_vehicles,107.700478
01/06/2011,input,buildings,99.38889947
01/05/2011,output,all_agricultural_outputs,112.1745325
01/05/2011,output,crop_products,124.3887695
01/05/2011,output,cereals,155.9197219
01/05/2011,output,wheat,160.3289556
01/05/2011,output,wheat_feeding,157.7651133
01/05/2011,output,wheat_breadmaking,160.0504794
01/05/2011,output,wheat_other_milling,175.6838005
01/05/2011,output,barley,140.3693757
01/05/2011,output,barley_feeding,154.5794172
01/05/2011,output,barley_malting,123.387288
01/05/2011,output,oats,173.0386091
01/05/2011,output,oats_milling,167.2782716
01/05/2011,output,oats_feeding,180.8794919
01/05/2011,output,potatoes,127.5579012
01/05/2011,output,industrial_crops,135.880963
01/05/2011,output,oilseed_rape_non_set_aside,152.6751351
01/05/2011,output,sugar_beet,85.28563185
01/05/2011,output,forage_plants,116.3526008
01/05/2011,output,straw,131.825525
01/05/2011,output,fresh_vegetables,85.45302577
01/05/2011,output,cauliflowers,126.2073214
01/05/2011,output,tomatoes,106.5695806
01/05/2011,output,cabbages,140.6116813
01/05/2011,output,lettuce,87.00070696
01/05/2011,output,carrots,122.5921336
01/05/2011,output,onions,134.762352
01/05/2011,output,mushrooms,55.18970364
01/05/2011,output,fresh_fruit,91.15208295
01/05/2011,output,dessert_apples,118.537136
01/05/2011,output,cooking_apples,105.341309
01/05/2011,output,dessert_pears,86.53752143
01/05/2011,output,strawberries,93.83836363
01/05/2011,output,raspberries,131.0913843
01/05/2011,output,flowers_and_plants,98.07075693
01/05/2011,output,other_crop_products,94.95679875
01/05/2011,output,animals_and_animal_products,103.4002947
01/05/2011,output,animals_for_slaughter_export,103.9728485
01/05/2011,output,cattle_and_calves,88.54607486
01/05/2011,output,cattle_clean,84.98240867
01/05/2011,output,cows_and_bulls,114.0633475
01/05/2011,output,calves,84.10286585
01/05/2011,output,pigs,113.8403371
01/05/2011,output,pigs_clean,113.0462824
01/05/2011,output,sows_and_boars,174.0786181
01/05/2011,output,sheep_and_lambs,137.3910017
01/05/2011,output,sheep_and_lambs_clean,140.3532861
01/05/2011,output,ewes_and_rams,120.1988189
01/05/2011,output,all_poultry,105.596392
01/05/2011,output,chickens,110.1204748
01/05/2011,output,turkeys,90.02698983
01/05/2011,output,animal_products,104.0014587
01/05/2011,output,milk,107.7558842
01/05/2011,output,eggs,82.67983574
01/05/2011,output,intensive_eggs,81.97857309
01/05/2011,output,free_range_eggs,83.23270554
01/05/2011,output,wool_clip,145.8823529
01/05/2011,input,all_agricultural_inputs,103.3950044
01/05/2011,input,all_goods_and_services_currently_consumed_in_agriculture,105.0541073
01/05/2011,input,seeds_input,113.2156963
01/05/2011,input,energy_and_lubricants,106.2294677
01/05/2011,input,electricity,81.20051861
01/05/2011,input,fuels_for_heating,82.2
01/05/2011,input,motor_fuels,138.6088668
01/05/2011,input,fertilisers_and_soil_improvers,118.7368207
01/05/2011,input,straight_fertilisers,125.3327701
01/05/2011,input,straight_fertilisers_nitrogenous,125.3775914
01/05/2011,input,straight_fertilisers_phosphatic,136.1358575
